acc_x,acc_y,angle,speed
-0.005,-0.006,324.5,100.4
-0.031,-0.029,324.5,100.4
-0.03,-0.018,324.5,100.4
-0.033,-0.03,324.5,100.4
-0.04,-0.039,324.5,100.4
0.011,-0.037,324.5,100.4
0.012,-0.024,324.5,100.4
0.012,-0.032,324.5,100.4
-0.017,-0.024,324.5,100.4
-0.012,-0.044,324.5,100.4
-0.047,-0.034,324.5,100.4
-0.064,-0.006,324.5,100.4
-0.052,-0.019,324.5,100.4
-0.015,-0.011,324.5,100.4
0.072,-0.01,324.5,100.4
0.102,-0.022,324.5,100.4
0.033,0.045,324.5,100.4
-0.036,0.042,324.5,100.4
-0.076,0.057,324.5,100.4
-0.045,0.047,324.5,100.4
-0.051,0.012,324.5,100.4
0.021,0.031,324.5,100.4
0.029,0.025,324.5,100.4
-0.007,0.023,324.5,100.4
-0.023,0.013,324.5,100.4
-0.024,0.036,324.5,100.4
-0.019,-0.001,324.5,100.4
0.012,0.027,324.5,100.4
0.042,0.02,324.5,100.4
0.03,0.008,324.5,100.4
0.006,0.018,324.5,100.4
-0.023,-0.01,324.5,100.4
-0.036,-0.023,324.5,100.4
0.002,-0.016,324.5,100.4
0.031,0.004,324.5,100.4
0.038,-0.009,324.5,100.4
0.005,-0.013,324.5,100.4
-0.018,0.017,324.5,100.4
-0.032,-0.003,324.5,100.4
-0.023,-0.003,324.5,100.4
0.01,-0.005,324.5,100.4
0.007,0.009,324.5,100.4
-0.013,-0.018,324.5,100.4
-0.009,0.02,324.5,100.4
-0.038,0.022,324.5,100.4
0.022,0.008,324.5,100.4
0.016,0.021,324.5,100.4
0.011,0.009,324.5,100.4
0.008,0.006,324.5,100.4
-0.025,0.006,324.5,100.4
-0.025,-0.029,324.5,100.4
0.018,-0.038,324.5,100.4
0.01,-0.001,324.5,100.4
0.014,-0.008,324.5,100.4
-0.028,-0.0,324.5,100.4
-0.045,-0.012,324.5,100.4
-0.021,0.002,324.5,100.4
0.008,-0.03,324.5,100.4
0.0,-0.021,324.5,100.4
-0.025,0.002,324.5,100.4
-0.059,0.02,324.5,100.4
-0.031,-0.034,324.5,100.4
0.009,-0.007,324.5,100.4
0.016,-0.001,324.5,100.4
-0.014,0.013,324.5,100.4
-0.045,0.003,324.5,100.4
0.001,0.021,324.5,100.4
-0.0,0.028,324.5,100.4
-0.009,0.023,324.5,100.4
0.001,0.011,324.5,100.4
0.005,0.011,324.5,100.4
-0.01,0.007,324.5,100.4
-0.065,-0.017,324.5,100.4
-0.021,-0.004,324.5,100.4
0.038,0.022,324.5,100.4
-0.018,0.012,324.5,100.4
-0.022,0.019,324.5,100.4
0.001,-0.032,324.5,100.4
-0.033,0.001,324.5,100.4
-0.042,-0.002,324.5,100.4
-0.04,0.008,324.5,100.4
0.019,-0.01,324.5,100.4
0.042,-0.006,324.5,100.4
0.044,-0.03,324.5,100.4
0.043,-0.026,324.5,100.4
-0.002,0.008,324.5,100.4
-0.063,-0.001,324.5,100.4
-0.016,0.011,324.5,100.4
0.018,0.007,324.5,100.4
0.013,0.014,324.5,100.4
-0.012,-0.005,324.5,100.4
0.024,0.007,324.5,100.4
-0.026,0.037,324.5,100.4
-0.067,0.017,324.5,100.4
-0.069,-0.004,324.5,100.4
0.002,0.0,324.5,100.4
0.037,-0.001,324.5,100.4
0.033,0.03,324.5,100.4
0.04,0.005,324.5,100.4
0.024,0.024,324.5,100.4
-0.048,-0.009,324.5,100.4
-0.058,-0.003,324.5,100.4
-0.048,0.0,324.5,100.4
-0.025,-0.024,324.5,100.4
0.015,-0.026,324.5,100.4
0.052,-0.019,324.5,100.4
0.037,-0.025,324.5,100.4
-0.03,-0.024,324.5,100.4
-0.082,-0.023,324.5,100.4
-0.083,-0.024,324.5,100.4
-0.02,0.027,324.5,100.4
0.028,0.01,324.5,100.4
0.048,0.012,324.5,100.4
-0.022,-0.016,324.5,100.4
-0.037,-0.014,324.5,100.4
-0.016,0.008,324.5,100.4
-0.003,0.001,324.5,100.4
0.023,0.011,324.5,100.4
-0.024,-0.014,324.5,100.4
-0.055,-0.002,324.1,100.9
-0.027,-0.007,324.1,100.9
0.0,0.004,324.1,100.9
-0.016,-0.001,324.1,100.9
-0.001,-0.009,324.1,100.9
-0.011,-0.043,324.1,100.9
-0.017,0.02,324.1,100.9
0.038,0.046,324.1,100.9
0.071,-0.027,324.1,100.9
0.023,0.01,324.1,100.9
-0.047,0.008,324.5,101.2
-0.031,0.017,324.5,101.2
0.026,0.019,324.5,101.2
0.009,0.046,324.5,101.2
-0.019,0.028,324.5,101.2
0.013,0.006,324.5,101.2
-0.02,0.021,324.5,101.2
-0.001,0.031,324.5,101.2
-0.058,0.009,324.5,101.2
-0.018,-0.037,324.5,101.2
-0.008,-0.038,324.5,102.3
-0.028,-0.041,324.5,102.3
-0.004,0.001,324.5,102.3
-0.005,-0.028,324.5,102.3
0.005,-0.017,324.5,102.3
0.006,-0.019,324.5,102.3
0.052,0.005,324.5,102.3
0.037,0.02,324.5,102.3
0.018,0.031,324.5,102.3
-0.067,-0.002,324.5,103.5
-0.105,0.022,324.5,103.5
-0.122,-0.014,324.5,103.5
-0.047,0.026,324.5,103.5
0.058,0.064,324.5,103.5
0.033,0.056,324.5,103.5
-0.042,0.013,324.5,103.5
0.06,0.011,324.5,103.5
0.086,0.002,324.5,103.5
0.001,0.01,324.5,103.5
-0.003,0.016,324.5,105.4
-0.054,0.009,324.5,105.4
-0.064,0.029,324.5,105.4
0.034,0.054,324.5,105.4
0.054,-0.038,324.5,105.4
-0.01,-0.037,324.5,105.4
-0.113,-0.01,324.5,105.4
-0.094,0.034,324.5,105.4
-0.005,0.019,324.5,105.4
0.126,-0.014,324.5,105.4
0.031,-0.055,325.9,108.0
-0.024,-0.019,325.9,108.0
-0.077,0.006,325.9,108.0
-0.091,-0.01,325.9,108.0
-0.053,0.023,325.9,108.0
-0.024,0.001,325.9,108.0
-0.004,-0.025,325.9,108.0
0.001,-0.004,325.9,108.0
-0.028,0.0,325.9,108.0
0.027,0.008,325.9,108.0
0.01,0.02,324.5,109.8
0.022,0.005,324.5,109.8
-0.014,-0.014,324.5,109.8
-0.053,0.007,324.5,109.8
-0.034,0.022,324.5,109.8
-0.023,-0.03,324.5,109.8
0.003,0.0,324.5,109.8
-0.025,0.016,324.5,109.8
0.014,0.023,324.5,109.8
0.042,0.029,324.5,109.8
-0.03,-0.016,324.5,112.2
0.013,-0.048,324.5,112.2
-0.037,-0.001,324.5,112.2
-0.104,0.007,324.5,112.2
-0.096,-0.031,324.5,112.2
0.0,0.024,324.5,112.2
0.048,-0.002,324.5,112.2
-0.0,0.016,324.5,112.2
-0.07,-0.02,324.5,112.2
-0.063,-0.021,324.5,112.2
0.019,-0.008,324.5,114.0
0.06,0.019,324.5,114.0
-0.01,0.002,324.5,114.0
-0.065,0.023,324.5,114.0
-0.042,-0.004,324.5,114.0
-0.016,-0.033,324.5,114.0
0.005,0.018,324.5,114.0
-0.004,-0.016,324.5,114.0
0.046,0.021,324.5,114.0
-0.048,0.006,324.5,114.0
-0.062,-0.035,324.5,115.8
-0.063,-0.006,324.5,115.8
-0.008,-0.003,324.5,115.8
0.048,-0.019,324.5,115.8
-0.003,-0.006,324.5,115.8
-0.052,-0.002,324.5,115.8
-0.045,0.002,324.5,115.8
0.01,-0.017,324.5,115.8
0.015,-0.028,324.5,115.8
-0.013,-0.018,324.5,115.8
-0.065,-0.031,324.5,117.4
-0.029,-0.01,324.5,117.4
0.006,-0.035,324.5,117.4
-0.047,-0.038,324.5,117.4
0.023,-0.016,324.5,117.4
-0.0,-0.025,324.5,117.4
-0.041,-0.04,324.5,117.4
0.022,-0.027,324.5,117.4
-0.011,-0.048,324.5,117.4
-0.081,-0.094,324.5,117.4
0.013,-0.046,323.8,118.6
-0.012,-0.055,323.8,118.6
-0.029,-0.039,323.8,118.6
0.0,-0.062,323.8,118.6
-0.014,-0.067,323.8,118.6
-0.061,-0.043,323.8,118.6
-0.075,-0.032,323.8,118.6
-0.049,-0.081,323.8,118.6
-0.009,-0.017,323.8,118.6
-0.052,0.005,323.8,118.6
-0.094,-0.051,323.8,118.6
-0.006,0.011,323.8,118.6
-0.011,-0.003,323.8,118.6
0.009,0.042,323.8,118.6
0.002,-0.012,323.8,118.6
-0.043,0.024,323.8,118.6
-0.057,0.029,323.8,118.6
0.046,0.038,323.8,118.6
0.052,0.028,323.8,118.6
0.042,0.024,323.8,118.6
0.053,0.036,323.8,118.9
-0.033,0.0,323.8,118.9
-0.148,-0.021,323.8,118.9
-0.054,-0.01,323.8,118.9
0.031,-0.058,323.8,118.9
-0.006,-0.073,323.8,118.9
-0.016,-0.031,323.8,118.9
-0.017,-0.066,323.8,118.9
-0.016,-0.084,323.8,118.9
-0.01,-0.063,323.8,118.9
-0.015,-0.057,321.7,120.2
0.0,-0.052,321.7,120.2
-0.046,-0.073,321.7,120.2
-0.027,-0.047,321.7,120.2
-0.012,-0.053,321.7,120.2
-0.005,-0.049,321.7,120.2
0.006,-0.04,321.7,120.2
-0.028,-0.053,321.7,120.2
-0.021,-0.048,321.7,120.2
-0.045,-0.052,321.7,120.2
-0.02,-0.038,319.6,120.7
0.022,-0.022,319.6,120.7
0.011,-0.076,319.6,120.7
0.007,-0.028,319.6,120.7
-0.022,-0.027,319.6,120.7
-0.02,-0.041,319.6,120.7
0.012,-0.07,319.6,120.7
0.017,-0.078,319.6,120.7
0.014,-0.028,319.6,120.7
-0.017,-0.062,319.6,120.7
-0.134,-0.054,317.5,120.9
-0.116,0.006,317.5,120.9
-0.03,0.027,317.5,120.9
0.055,0.049,317.5,120.9
0.047,0.027,317.5,120.9
-0.038,-0.028,317.5,120.9
-0.048,-0.036,317.5,120.9
-0.045,0.001,317.5,120.9
-0.048,-0.061,317.5,120.9
0.018,-0.034,317.5,120.9
0.018,-0.049,315.4,120.9
0.065,-0.035,315.4,120.9
0.033,-0.032,315.4,120.9
0.039,-0.041,315.4,120.9
0.01,-0.047,315.4,120.9
0.016,-0.018,315.4,120.9
0.011,0.008,315.4,120.9
0.01,-0.002,315.4,120.9
-0.019,0.056,315.4,120.9
-0.049,0.042,315.4,120.9
-0.063,0.031,312.5,121.2
-0.002,0.035,312.5,121.2
0.016,-0.006,312.5,121.2
0.006,-0.045,312.5,121.2
0.061,-0.008,312.5,121.2
0.003,-0.045,312.5,121.2
0.023,0.008,312.5,121.2
0.03,-0.03,312.5,121.2
0.019,0.007,312.5,121.2
0.015,-0.028,312.5,121.2
-0.006,-0.014,310.1,121.1
-0.006,-0.032,310.1,121.1
-0.041,-0.017,310.1,121.1
0.013,-0.012,310.1,121.1
0.028,-0.027,310.1,121.1
0.018,-0.033,310.1,121.1
0.0,-0.016,310.1,121.1
-0.026,0.016,310.1,121.1
-0.036,0.002,310.1,121.1
0.007,0.03,310.1,121.1
0.016,0.022,307.3,121.3
0.038,0.04,307.3,121.3
0.025,-0.0,307.3,121.3
-0.014,0.024,307.3,121.3
-0.066,0.002,307.3,121.3
-0.003,-0.001,307.3,121.3
0.057,0.036,307.3,121.3
0.013,0.002,307.3,121.3
0.021,-0.004,307.3,121.3
0.048,0.033,307.3,121.3
0.004,0.019,304.5,122.0
-0.034,0.07,304.5,122.0
-0.044,0.036,304.5,122.0
0.012,0.011,304.5,122.0
0.033,-0.009,304.5,122.0
0.031,-0.009,304.5,122.0
0.005,-0.026,304.5,122.0
-0.037,-0.042,304.5,122.0
0.0,-0.005,304.5,122.0
-0.012,-0.011,304.5,122.0
0.064,0.011,302.0,121.2
0.022,-0.014,302.0,121.2
-0.023,-0.008,302.0,121.2
-0.016,-0.01,302.0,121.2
0.043,-0.02,302.0,121.2
0.052,-0.024,302.0,121.2
-0.003,-0.038,302.0,121.2
-0.022,-0.048,302.0,121.2
-0.041,-0.044,302.0,121.2
-0.041,-0.007,302.0,121.2
0.068,-0.005,299.9,121.1
0.036,-0.005,299.9,121.1
-0.037,-0.012,299.9,121.1
-0.041,-0.001,299.9,121.1
-0.07,-0.054,299.9,121.1
0.034,-0.001,299.9,121.1
0.038,-0.038,299.9,121.1
0.05,-0.011,299.9,121.1
0.046,-0.003,299.9,121.1
-0.001,-0.008,299.9,121.1
-0.004,-0.019,297.1,121.6
-0.017,-0.004,297.1,121.6
-0.014,-0.021,297.1,121.6
0.017,0.001,297.1,121.6
0.089,0.006,297.1,121.6
0.07,-0.003,297.1,121.6
0.018,-0.02,297.1,121.6
-0.005,0.012,297.1,121.6
-0.013,0.041,297.1,121.6
-0.061,0.043,297.1,121.6
-0.035,-0.005,293.9,122.1
0.009,0.042,293.9,122.1
0.039,0.062,293.9,122.1
0.021,0.034,293.9,122.1
-0.07,0.04,293.9,122.1
-0.003,0.078,293.9,122.1
0.141,0.052,293.9,122.1
0.102,0.071,293.9,122.1
0.025,0.051,293.9,122.1
-0.156,0.022,293.9,122.1
-0.146,0.02,292.1,122.4
-0.051,0.046,292.1,122.4
0.052,0.051,292.1,122.4
0.029,0.052,292.1,122.4
0.009,0.044,292.1,122.4
-0.02,-0.018,292.1,122.4
-0.071,0.006,292.1,122.4
-0.111,0.04,292.1,122.4
-0.034,0.07,292.1,122.4
-0.008,-0.011,292.1,122.4
0.028,0.011,289.7,123.7
0.04,0.02,289.7,123.7
-0.0,0.005,289.7,123.7
-0.039,0.017,289.7,123.7
-0.058,0.035,289.7,123.7
-0.059,0.039,289.7,123.7
-0.065,0.034,289.7,123.7
-0.026,0.05,289.7,123.7
0.052,0.043,289.7,123.7
-0.024,0.046,287.6,123.3
0.06,0.071,287.6,123.3
0.003,0.009,287.6,123.3
0.008,0.018,287.6,123.3
-0.036,0.063,287.6,123.3
-0.11,0.065,287.6,123.3
-0.012,0.05,287.6,123.3
0.067,0.071,287.6,123.3
0.007,0.149,287.6,123.3
-0.018,0.069,287.6,123.3
-0.027,0.07,285.8,122.0
0.002,0.052,285.8,122.0
0.011,0.078,285.8,122.0
-0.028,0.112,285.8,122.0
-0.066,0.127,285.8,122.0
-0.068,0.066,285.8,122.0
-0.008,0.058,285.8,122.0
0.047,0.068,285.8,122.0
0.012,0.045,285.8,122.0
0.018,0.069,285.8,122.0
-0.018,0.051,285.5,119.9
-0.025,0.072,285.5,119.9
-0.014,0.051,285.5,119.9
-0.028,0.073,285.5,119.9
-0.024,0.02,285.5,119.9
-0.02,0.024,285.5,119.9
0.038,0.079,285.5,119.9
0.003,0.112,285.5,119.9
0.081,0.096,285.5,119.9
-0.066,0.073,285.5,119.9
-0.041,0.108,286.2,118.7
-0.06,0.021,286.2,118.7
-0.054,0.005,286.2,118.7
0.02,0.007,286.2,118.7
0.007,-0.038,286.2,118.7
-0.002,-0.013,286.2,118.7
-0.003,0.005,286.2,118.7
-0.029,0.017,286.2,118.7
-0.07,0.039,286.2,118.7
-0.138,0.05,286.2,118.7
0.026,0.091,286.2,118.7
0.059,0.073,287.6,119.3
0.011,0.066,287.6,119.3
-0.025,0.092,287.6,119.3
-0.04,0.098,287.6,119.3
-0.049,0.074,287.6,119.3
-0.11,0.056,287.6,119.3
-0.074,0.058,287.6,119.3
-0.025,0.054,287.6,119.3
0.018,0.031,287.6,119.3
0.025,0.027,289.3,119.1
0.008,0.033,289.3,119.1
-0.04,-0.011,289.3,119.1
-0.029,0.031,289.3,119.1
-0.104,-0.03,289.3,119.1
-0.116,-0.014,289.3,119.1
-0.016,-0.038,289.3,119.1
0.03,-0.014,289.3,119.1
0.024,0.014,289.3,119.1
-0.021,0.041,289.3,119.1
-0.026,0.042,291.4,119.4
0.02,0.076,291.4,119.4
0.011,0.042,291.4,119.4
0.041,0.056,291.4,119.4
-0.051,0.067,291.4,119.4
-0.031,0.047,291.4,119.4
0.001,-0.01,291.4,119.4
0.083,0.064,291.4,119.4
-0.108,-0.041,291.4,119.4
-0.121,-0.023,291.4,119.4
-0.166,0.043,291.4,119.4
-0.15,0.042,293.6,117.1
0.018,0.034,293.6,117.1
0.097,0.038,293.6,117.1
0.045,0.018,293.6,117.1
-0.001,0.04,293.6,117.1
-0.078,0.049,293.6,117.1
-0.089,0.045,293.6,117.1
-0.053,0.055,293.6,117.1
-0.004,0.013,293.6,117.1
-0.001,0.032,293.6,117.1
-0.012,0.04,297.1,112.7
0.014,0.089,297.1,112.7
-0.013,0.035,297.1,112.7
-0.067,0.045,297.1,112.7
-0.025,0.023,297.1,112.7
-0.017,0.058,297.1,112.7
-0.036,-0.023,297.1,112.7
-0.068,-0.007,297.1,112.7
0.041,0.068,297.1,112.7
0.011,-0.016,299.9,110.4
-0.033,-0.029,299.9,110.4
-0.024,-0.011,299.9,110.4
-0.058,-0.001,299.9,110.4
-0.056,-0.022,299.9,110.4
0.005,-0.043,299.9,110.4
-0.0,-0.002,299.9,110.4
-0.044,-0.046,299.9,110.4
-0.047,-0.035,299.9,110.4
-0.04,0.01,299.9,110.4
0.002,-0.04,304.1,110.7
-0.039,-0.071,304.1,110.7
-0.03,-0.069,304.1,110.7
0.014,-0.061,304.1,110.7
-0.025,-0.047,304.1,110.7
-0.001,-0.026,304.1,110.7
0.038,-0.026,304.1,110.7
-0.047,-0.02,304.1,110.7
-0.073,-0.019,304.1,110.7
-0.023,-0.01,304.1,110.7
-0.085,-0.021,306.9,112.0
0.033,0.073,306.9,112.0
-0.017,0.057,306.9,112.0
-0.049,0.027,306.9,112.0
-0.064,0.049,306.9,112.0
-0.071,0.011,306.9,112.0
-0.054,-0.007,306.9,112.0
-0.023,-0.016,306.9,112.0
-0.004,0.028,306.9,112.0
-0.121,-0.004,306.9,112.0
-0.021,0.023,309.7,113.4
-0.043,0.01,309.7,113.4
0.001,0.029,309.7,113.4
-0.004,0.028,309.7,113.4
-0.038,0.042,309.7,113.4
0.019,0.052,309.7,113.4
-0.02,0.007,309.7,113.4
-0.039,0.026,309.7,113.4
-0.038,0.024,309.7,113.4
-0.033,-0.005,309.7,113.4
0.0,0.005,312.9,114.7
-0.004,0.017,312.9,114.7
-0.028,-0.034,312.9,114.7
-0.058,-0.004,312.9,114.7
-0.002,0.011,312.9,114.7
-0.054,-0.019,312.9,114.7
-0.041,-0.009,312.9,114.7
-0.002,0.013,312.9,114.7
-0.007,-0.014,312.9,114.7
0.001,-0.002,312.9,114.7
-0.067,-0.005,317.8,116.3
-0.037,0.018,317.8,116.3
-0.113,0.035,317.8,116.3
-0.033,0.02,317.8,116.3
-0.019,-0.026,317.8,116.3
0.005,-0.025,317.8,116.3
-0.028,-0.008,317.8,116.3
-0.029,-0.008,317.8,116.3
-0.051,-0.002,317.8,116.3
-0.009,0.016,317.8,116.3
-0.075,-0.016,321.0,116.8
-0.038,0.001,321.0,116.8
-0.025,0.021,321.0,116.8
0.003,0.017,321.0,116.8
0.004,0.013,321.0,116.8
-0.028,0.057,321.0,116.8
-0.051,0.003,321.0,116.8
-0.075,0.028,321.0,116.8
-0.048,0.021,321.0,116.8
0.022,-0.001,321.0,116.8
-0.054,0.002,324.1,118.0
-0.004,-0.018,324.1,118.0
-0.09,-0.036,324.1,118.0
-0.063,-0.037,324.1,118.0
-0.008,-0.019,324.1,118.0
-0.01,-0.015,324.1,118.0
-0.032,0.009,324.1,118.0
-0.0,0.018,324.1,118.0
-0.098,0.016,324.1,118.0
-0.087,0.006,324.1,118.0
-0.025,-0.006,327.3,118.7
-0.029,-0.052,327.3,118.7
-0.009,-0.016,327.3,118.7
-0.063,-0.063,327.3,118.7
0.021,-0.017,327.3,118.7
-0.004,-0.055,327.3,118.7
-0.0,-0.042,327.3,118.7
-0.071,-0.097,327.3,118.7
0.01,-0.055,327.3,118.7
-0.044,-0.06,327.3,118.7
-0.031,-0.09,330.5,118.0
-0.029,-0.086,330.5,118.0
-0.025,-0.062,330.5,118.0
-0.011,-0.075,330.5,118.0
-0.002,-0.035,330.5,118.0
-0.002,-0.055,330.5,118.0
-0.06,-0.052,330.5,118.0
-0.019,-0.062,330.5,118.0
-0.037,-0.047,330.5,118.0
0.014,-0.036,330.5,118.0
-0.011,-0.052,331.9,118.4
-0.044,-0.049,331.9,118.4
-0.003,-0.058,331.9,118.4
-0.014,-0.032,331.9,118.4
-0.026,-0.032,331.9,118.4
-0.004,-0.039,331.9,118.4
-0.03,-0.043,331.9,118.4
-0.057,-0.079,331.9,118.4
-0.031,-0.052,331.9,118.4
-0.009,-0.06,333.3,117.4
-0.029,-0.076,333.3,117.4
0.019,-0.068,333.3,117.4
0.017,-0.077,333.3,117.4
0.056,-0.082,333.3,117.4
-0.075,-0.078,333.3,117.4
-0.024,-0.085,333.3,117.4
-0.057,-0.092,333.3,117.4
-0.036,-0.078,333.3,117.4
0.003,-0.085,333.3,117.4
-0.014,-0.063,333.6,116.2
0.044,-0.057,333.6,116.2
-0.001,-0.044,333.6,116.2
0.015,-0.05,333.6,116.2
0.084,-0.026,333.6,116.2
-0.024,-0.022,333.6,116.2
-0.134,-0.054,333.6,116.2
-0.068,-0.018,333.6,116.2
-0.062,-0.007,333.6,116.2
-0.035,-0.023,333.6,116.2
0.04,-0.025,333.6,115.5
-0.03,-0.013,333.6,115.5
-0.021,-0.051,333.6,115.5
0.043,-0.02,333.6,115.5
-0.021,-0.028,333.6,115.5
0.032,-0.055,333.6,115.5
0.01,-0.064,333.6,115.5
-0.048,-0.068,333.6,115.5
-0.014,-0.054,333.6,115.5
-0.016,-0.043,333.6,115.5
-0.106,-0.116,333.6,114.4
-0.167,-0.116,333.6,114.4
-0.047,-0.013,333.6,114.4
0.161,-0.069,333.6,114.4
0.084,-0.068,333.6,114.4
-0.049,-0.065,333.6,114.4
-0.075,-0.031,333.6,114.4
-0.005,-0.028,333.6,114.4
0.065,-0.025,333.6,114.4
0.063,0.02,333.6,114.4
0.08,-0.002,331.9,112.2
0.018,0.004,331.9,112.2
-0.134,-0.037,331.9,112.2
-0.234,0.008,331.9,112.2
-0.193,0.011,331.9,112.2
0.08,-0.038,331.9,112.2
0.144,0.011,331.9,112.2
0.173,-0.028,331.9,112.2
0.058,-0.028,331.9,112.2
-0.119,-0.057,331.9,112.2
-0.018,0.008,330.8,110.7
-0.041,-0.053,330.8,110.7
-0.011,-0.024,330.8,110.7
-0.055,-0.008,330.8,110.7
-0.03,-0.002,330.8,110.7
-0.07,-0.018,330.8,110.7
-0.08,-0.009,330.8,110.7
-0.011,-0.009,330.8,110.7
0.124,0.004,330.8,110.7
0.118,-0.022,330.8,110.7
0.014,-0.01,329.1,110.3
0.011,-0.021,329.1,110.3
0.024,-0.024,329.1,110.3
-0.016,-0.038,329.1,110.3
-0.023,-0.001,329.1,110.3
-0.048,-0.018,329.1,110.3
-0.001,0.022,329.1,110.3
-0.336,-0.135,329.1,110.3
-0.18,-0.035,329.1,110.3
0.121,0.074,329.1,110.3
-0.008,0.018,327.7,110.9
0.094,0.005,327.7,110.9
0.07,0.049,327.7,110.9
-0.035,-0.019,327.7,110.9
-0.029,-0.019,327.7,110.9
-0.034,0.022,327.7,110.9
-0.084,-0.024,327.7,110.9
-0.101,-0.025,327.7,110.9
-0.027,0.029,327.7,110.9
0.122,0.04,327.7,110.9
0.058,0.026,325.9,111.7
0.049,0.039,325.9,111.7
0.033,0.032,325.9,111.7
-0.04,-0.04,325.9,111.7
-0.114,-0.039,325.9,111.7
-0.068,-0.051,325.9,111.7
0.029,-0.043,325.9,111.7
0.054,-0.001,325.9,111.7
0.032,-0.027,325.9,111.7
-0.001,0.005,325.9,111.7
-0.045,0.003,323.4,111.7
-0.081,0.002,323.4,111.7
-0.13,0.0,323.4,111.7
0.15,0.069,323.4,111.7
-0.112,0.018,323.4,111.7
0.039,0.034,323.4,111.7
-0.12,0.005,323.4,111.7
-0.03,0.033,323.4,111.7
-0.05,0.037,323.4,111.7
-0.024,0.019,321.7,111.2
0.012,0.009,321.7,111.2
